Titulo do imóvel,Tipo do imóvel,Preço,Valor Condomínio,Bairro,Link para o anúncio,Origem,Quartos,Suítes,Área do imóvel
Barracão Avenida Maripa com sobra de terreno,Residencial,6500,0,Vila Brasil,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Brasil/13186,Ativa,0,0,300.0
Comercial - Sala Comercial em Condomínio,Residencial,2950,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/10996,Ativa,0,0,56.1
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12465,Ativa,0,0,200.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9157,Ativa,0,0,5352.26
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13224,Ativa,0,0,12.9
Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,Residencial,7500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12845,Ativa,0,0,80.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12412,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Vila-Industrial/1285,Ativa,0,0,52.0
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13223,Ativa,0,0,11.14
Comercial - Sala Comercial em Condomínio,Residencial,2500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13222,Ativa,,,
Sala Comercial em excelente localização- Avenida Parigot de Souza,Residencial,18000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/13237,Ativa,0,0,500.0
Barracão Comercial em otima localização - Avenida Barão do Rio Branco,Residencial,6600,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13238,Ativa,0,0,400.0
Excelente Sala Comercial com Salão para Reuniões e Eventos,Residencial,12960,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12552,Ativa,0,0,700.0
Sala Nova Comercial SALA 02 - Avenida Maripá,Residencial,3000,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12378,Ativa,0,0,81.0
Comercial - Sala Comercial,Residencial,18000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12426,Ativa,0,0,700.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9158,Ativa,0,0,5352.26
Sala Comercial em uma das principais vias da cidade,Residencial,45000,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Santa-Maria/13076,Ativa,0,0,1101.83
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9159,Ativa,0,0,5352.26
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,8000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11930,Ativa,0,0,360.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,22530,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12438,Ativa,0,0,450.45
Sala Comercial na Avenida Barão do Rio Branco,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12524,Ativa,0,0,90.0
Terreno - Lote Urbano,Residencial,850,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-La-Salle/2908,Ativa,0,0,516.74
Comercial - Sala Comercial em Condomínio,Residencial,2450,400,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/10849,Ativa,0,0,1318.4
Área para locação com localização privilegiada,Residencial,5000,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Pancera/11291,Ativa,0,0,3334.65
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,Residencial,4800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12413,Ativa,0,0,220.0
Apartamento - Padrão,Residencial,2300,300,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/6963,Ativa,0,0,69.65
Sala Comercial anexo ao Primato do jardim Panorama,Residencial,3300,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12521,Ativa,0,0,60.0
Barracão Avenida Maripa com sobra de terreno,Residencial,6500,0,Vila Brasil,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Brasil/13186,Ativa,0,0,300.0
Comercial - Sala Comercial em Condomínio,Residencial,2950,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/10996,Ativa,0,0,56.1
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12465,Ativa,0,0,200.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9157,Ativa,0,0,5352.26
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13224,Ativa,0,0,12.9
Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,Residencial,7500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12845,Ativa,0,0,80.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12412,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Vila-Industrial/1285,Ativa,0,0,52.0
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13223,Ativa,0,0,11.14
Comercial - Sala Comercial em Condomínio,Residencial,2500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13222,Ativa,,,
Sala Comercial em excelente localização- Avenida Parigot de Souza,Residencial,18000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/13237,Ativa,0,0,500.0
Barracão Comercial em otima localização - Avenida Barão do Rio Branco,Residencial,6600,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13238,Ativa,0,0,400.0
Excelente Sala Comercial com Salão para Reuniões e Eventos,Residencial,12960,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12552,Ativa,0,0,700.0
Sala Nova Comercial SALA 02 - Avenida Maripá,Residencial,3000,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12378,Ativa,0,0,81.0
Comercial - Sala Comercial,Residencial,18000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12426,Ativa,0,0,700.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9158,Ativa,0,0,5352.26
Sala Comercial em uma das principais vias da cidade,Residencial,45000,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Santa-Maria/13076,Ativa,0,0,1101.83
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9159,Ativa,0,0,5352.26
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,8000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11930,Ativa,0,0,360.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,22530,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12438,Ativa,0,0,450.45
Sala Comercial na Avenida Barão do Rio Branco,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12524,Ativa,0,0,90.0
Terreno - Lote Urbano,Residencial,850,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-La-Salle/2908,Ativa,0,0,516.74
Comercial - Sala Comercial em Condomínio,Residencial,2450,400,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/10849,Ativa,0,0,1318.4
Área para locação com localização privilegiada,Residencial,5000,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Pancera/11291,Ativa,0,0,3334.65
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,Residencial,4800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12413,Ativa,0,0,220.0
Apartamento - Padrão,Residencial,2300,300,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/6963,Ativa,0,0,69.65
Sala Comercial anexo ao Primato do jardim Panorama,Residencial,3300,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12521,Ativa,0,0,60.0
Barracão Avenida Maripa com sobra de terreno,Residencial,6500,0,Vila Brasil,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Brasil/13186,Ativa,0,0,300.0
Comercial - Sala Comercial em Condomínio,Residencial,2950,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/10996,Ativa,0,0,56.1
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12465,Ativa,0,0,200.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9157,Ativa,0,0,5352.26
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13224,Ativa,0,0,12.9
Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,Residencial,7500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12845,Ativa,0,0,80.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12412,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Vila-Industrial/1285,Ativa,0,0,52.0
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13223,Ativa,0,0,11.14
Comercial - Sala Comercial em Condomínio,Residencial,2500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13222,Ativa,,,
Sala Comercial em excelente localização- Avenida Parigot de Souza,Residencial,18000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/13237,Ativa,0,0,500.0
Barracão Comercial em otima localização - Avenida Barão do Rio Branco,Residencial,6600,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13238,Ativa,0,0,400.0
Excelente Sala Comercial com Salão para Reuniões e Eventos,Residencial,12960,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12552,Ativa,0,0,700.0
Sala Nova Comercial SALA 02 - Avenida Maripá,Residencial,3000,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12378,Ativa,0,0,81.0
Comercial - Sala Comercial,Residencial,18000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12426,Ativa,0,0,700.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9158,Ativa,0,0,5352.26
Sala Comercial em uma das principais vias da cidade,Residencial,45000,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Santa-Maria/13076,Ativa,0,0,1101.83
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9159,Ativa,0,0,5352.26
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,8000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11930,Ativa,0,0,360.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,22530,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12438,Ativa,0,0,450.45
Sala Comercial na Avenida Barão do Rio Branco,Residencial,2500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12524,Ativa,0,0,90.0
Terreno - Lote Urbano,Residencial,850,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-La-Salle/2908,Ativa,0,0,516.74
Comercial - Sala Comercial em Condomínio,Residencial,2450,400,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Centro/10849,Ativa,0,0,1318.4
Área para locação com localização privilegiada,Residencial,5000,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Pancera/11291,Ativa,0,0,3334.65
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO- Almirante Barroso,Residencial,4800,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12413,Ativa,0,0,220.0
Apartamento - Padrão,Residencial,2300,300,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/6963,Ativa,0,0,69.65
Sala Comercial anexo ao Primato do jardim Panorama,Residencial,3300,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Panorama/12521,Ativa,0,0,60.0
Barracão Avenida Maripa com sobra de terreno,Residencial,6500,0,Vila Brasil,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Vila-Brasil/13186,Ativa,0,0,300.0
Comercial - Sala Comercial em Condomínio,Residencial,2950,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/10996,Ativa,0,0,56.1
Comercial - Sala Comercial,Residencial,5000,0,Vila Pioneiro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Pioneiro/12465,Ativa,0,0,200.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9157,Ativa,0,0,5352.26
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13224,Ativa,0,0,12.9
Clínica para Locação - Ideal para Consultórios Médicos e da Saúde,Residencial,7500,0,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-Industrial/12845,Ativa,0,0,80.0
SALA COMERCIAL NOVA NO CENTRO DE TOLEDO - RUI BARBOSA,Residencial,4950,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12412,Ativa,0,0,110.0
Comercial - Sala Comercial em Condomínio,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Vila-Industrial/1285,Ativa,0,0,52.0
Comercial - Sala Comercial em Condomínio,Residencial,2800,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13223,Ativa,0,0,11.14
Comercial - Sala Comercial em Condomínio,Residencial,2500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial-em-Condominio/Jardim-La-Salle/13222,Ativa,,,
Sala Comercial em excelente localização- Avenida Parigot de Souza,Residencial,18000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Porto-Alegre/13237,Ativa,0,0,500.0
Barracão Comercial em otima localização - Avenida Barão do Rio Branco,Residencial,6600,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Barracao/Jardim-Gisela/13238,Ativa,0,0,400.0
Excelente Sala Comercial com Salão para Reuniões e Eventos,Residencial,12960,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12552,Ativa,0,0,700.0
Sala Nova Comercial SALA 02 - Avenida Maripá,Residencial,3000,0,Vila Operaria/Boa Esperanca,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Vila-OperariaBoa-Esperanca/12378,Ativa,0,0,81.0
Comercial - Sala Comercial,Residencial,18000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/12426,Ativa,0,0,700.0
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9158,Ativa,0,0,5352.26
Sala Comercial em uma das principais vias da cidade,Residencial,45000,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Santa-Maria/13076,Ativa,0,0,1101.83
Terreno - Lote Urbano,Residencial,7500,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Terreno/Lote-Urbano/Jardim-Gisela/9159,Ativa,0,0,5352.26
Comercial/Sala Comercial - Comercial - No bairro Centro,Residencial,8000,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Centro/11930,Ativa,0,0,360.0
SALAS COMERCIAIS DISPONÍVEIS PARA LOCAÇÃO Visibilidade e localização estratégica para o seu negócio! LOCALIZADA na Av. Min. Cirne Lima. próximo ao SAMU - 23 vagas de estacionamento exclusivas para clientes - Alto fluxo de veículos e pedestres,Residencial,22530,0,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Comercial/Sala-Comercial/Jardim-Tocantins/12438,Ativa,0,0,450.45
